chuva_mm,temperatura_C,fertilizante_kg_ha,qualidade_solo,horas_sol_ano,uso_pesticidas_L_ha,produtividade_sacos_ha
143.63502971184062,28.45405988417796,147.23854311167332,9.222202102624253,1981.4594823010839,4.996702437290534,217.07854358826052
287.67857660247904,30.933627943827446,75.85795431577493,5.728244336375482,1120.048854648905,7.4674677251259425,225.3629460627556
232.99848545285127,20.00935797584998,180.85918450322222,7.52419244652476,1363.4947171806084,5.626667806563331,282.60707889332144
199.66462104925915,27.497481992139978,141.96743586038622,4.92443468175329,2160.519019718876,0.8330258311179639,231.13415644554834
89.00466011060914,26.434919662874975,73.58058253354314,6.670311197881944,1793.0287805182297,1.855802367835554,142.51004317505047
88.99863008405066,31.65660753576542,194.35070862218103,4.065183436790068,2391.9535926805675,2.1932818403091914,252.6068168945486
64.52090304204987,33.12174120962521,127.7548195002981,3.7104311780690082,1643.1271125120315,2.5786425364484487,191.16866199206413
266.54403644373383,15.243135429547737,60.93476778074825,6.2040680755256234,2304.7185487208844,5.654033919505043,168.7468239032507
200.2787529358022,28.480398381175853,144.02493566226008,5.483167067655823,1673.4331562173563,5.039657798253935,222.31728697505588
227.01814444901137,16.03671598239458,87.97983605192152,6.2158273223498295,2468.872418052978,2.0316003836420893,186.95499734631485
55.14612357395061,25.97717330154712,170.55401778159535,3.5799452315832068,2439.751572098315,0.6755484345568707,214.16879602162223
292.4774630404986,20.752654580873564,172.6733110349286,4.302620486352957,1493.7050583341206,1.7143220447471808,280.00457115879135
258.11066020010543,21.135531990442825,196.84210337819928,1.7550816456601837,2328.885505625205,9.843813126186033,278.3491342112752
103.08477766956904,22.05917006904713,125.28042965367555,1.4704873504498515,2271.4170613234737,4.685469497914722,171.66845471835208
95.45624180177515,27.425848980992203,118.24353195916056,3.2811141670571464,1316.0205959913442,8.673455047021125,184.1680339769985
95.85112746335845,21.680999313375384,163.0213408169721,1.668221733974912,1936.4356011749046,8.487524666688433,200.3179471752629
126.06056073988444,29.65398101180561,69.87059845128898,1.9339723777126663,1109.0234733847224,5.115195574628737,142.07478227193815
181.18910790805947,23.09054771147739,132.03732706896864,8.316355648545434,2255.0660808751927,7.066877084605435,215.42528669089018
157.98625466052894,16.367064006199172,131.93714001962763,1.3498632731502038,1261.8188252552447,1.9275201041271228,169.29609824315708
122.80728504951048,30.675196849682145,63.42096842155809,6.930485145412685,1106.2220520786468,6.883967049269083,149.40076815518557
202.96322368059487,20.71516649185412,112.69761282603704,3.453019739338605,1600.3286433082167,2.723845792632895,202.7489461705131
84.87346516301045,23.65533759198525,177.99271978508028,8.843911126373138,1865.383207899465,8.320620967541508,228.99533017111202
123.03616213380454,28.70887766443803,178.42304329919904,5.364930561197496,2282.3754378396566,0.8372413310890992,257.79523283849926
141.59046082342292,21.64912314297424,64.88564973795215,3.7501881339504317,2461.3637882826047,7.731386728852775,137.78700409173263
164.01749605425897,16.13171312293431,63.608132412174626,5.6587504212049105,1659.2387688547956,0.9993690656861953,148.29874990822833
