Categoria,Preco,Demanda
Açougue,53.84874358278874,90.37252543261239
Açougue,28.67260910825662,148.908621428341
Açougue,24.393059340223846,162.67562348861355
Açougue,52.8031739957178,112.7450584932035
Açougue,22.75402499568598,160.5882409993515
Açougue,29.870661669253913,137.084342486287
Açougue,35.1523111030075,103.51269555162811
Açougue,34.58352646045482,140.36131242715643
Açougue,48.59754532693316,103.36702675068828
Açougue,37.86747253062046,116.79489914988291
Açougue,41.788490738524374,111.09476374671334
Açougue,44.330778223363104,119.45445371768102
Açougue,47.7479231093166,109.96488929039452
Açougue,29.307677884700475,138.74455222605252
Açougue,24.697620101096625,152.7481025676387
Açougue,26.123417755117327,163.19286460397743
Açougue,51.76118032947673,93.6052103496039
Açougue,43.497800137963054,113.10184373059306
Açougue,23.3573798299766,161.62187018548784
Açougue,50.81223395255812,108.82262829671888
Açougue,35.478763422636476,156.73536008480926
Açougue,29.934036780166167,154.09940749314094
Açougue,64.23350238017312,93.90849001101205
Açougue,62.14814739767165,102.29366600527254
Açougue,25.722189669856885,144.99922822368967
Açougue,33.71459454074433,116.94981404330883
Açougue,58.07727050504338,83.715367911295
Açougue,45.574797173281766,102.8831197269354
Açougue,28.013907435225743,153.49757162485264
Açougue,53.71819585081974,110.51029608537829
Açougue,55.56546067299883,97.6080266795324
Açougue,26.918780962657287,144.8603322040305
Açougue,59.579356980338204,80.68678331011482
Açougue,24.63235253727981,169.98839004191979
Açougue,35.44691058142109,140.8158857220758
Açougue,49.721056660089936,97.26257140970326
Açougue,60.633141718163444,84.43119125638114
Açougue,53.02924408399988,101.63050784036261
Açougue,55.10716286166452,115.10896632767609
Açougue,43.43742483315131,118.19269754162087
Açougue,44.70223108574477,108.94872409630669
Açougue,26.5700897280459,151.62133988894027
Açougue,23.228031389813328,150.2521268372239
Açougue,44.083223699778515,124.26746184391929
Açougue,61.5227750379467,88.67604782096711
Açougue,54.87839592382742,85.44349139725007
Açougue,31.85475529162371,135.05667534209212
Açougue,28.90106382866692,140.78870186800665
Açougue,62.49009809960216,98.19662660741015
